model,kind,uid,source,harmful,split,role,design,n_tokens,content_tokens,t_inst,t_post_inst,slot_is_fixed
llama3.1-8b,fitting,67048b62e5c9,alpaca,False,train,assistant,fixed_slot,56,6,50,55,True
llama3.1-8b,fitting,67048b62e5c9,alpaca,False,train,system,natural_slot,45,6,30,44,False
llama3.1-8b,fitting,67048b62e5c9,alpaca,False,train,user,natural_slot,47,6,41,46,False
llama3.1-8b,fitting,67048b62e5c9,alpaca,False,train,tool,natural_slot,66,6,60,65,False
llama3.1-8b,fitting,67048b62e5c9,alpaca,False,train,assistant,natural_slot,56,6,50,55,False
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,tool,fixed_slot,61,9,55,60,True
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,tool,natural_slot,69,9,63,68,False
llama3.1-8b,fitting,78a941f9883d,xstest_safe,False,train,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,tool,fixed_slot,60,8,54,59,True
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,tool,natural_slot,68,8,62,67,False
llama3.1-8b,fitting,eadbaf390e11,alpaca,False,train,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,system,fixed_slot,50,11,35,49,False
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,user,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,tool,fixed_slot,62,11,56,61,True
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,assistant,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,system,natural_slot,50,11,35,49,False
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,user,natural_slot,52,11,46,51,False
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,tool,natural_slot,70,11,64,69,False
llama3.1-8b,fitting,e791c48d79ed,xstest_safe,False,test,assistant,natural_slot,61,11,55,60,False
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,system,fixed_slot,54,15,39,53,False
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,user,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,tool,fixed_slot,67,15,61,66,True
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,assistant,fixed_slot,65,15,59,64,True
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,system,natural_slot,54,15,39,53,False
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,user,natural_slot,56,15,50,55,False
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,tool,natural_slot,75,15,69,74,False
llama3.1-8b,fitting,33e48b6429b1,alpaca,False,train,assistant,natural_slot,65,15,59,64,False
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,system,fixed_slot,46,7,31,45,False
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,user,fixed_slot,57,7,51,56,True
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,tool,fixed_slot,58,7,52,57,True
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,assistant,fixed_slot,57,7,51,56,True
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,system,natural_slot,46,7,31,45,False
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,user,natural_slot,48,7,42,47,False
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,tool,natural_slot,66,7,60,65,False
llama3.1-8b,fitting,90cb020d7055,xstest_safe,False,train,assistant,natural_slot,57,7,51,56,False
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,tool,fixed_slot,61,9,55,60,True
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,tool,natural_slot,69,9,63,68,False
llama3.1-8b,fitting,fbee83655bbe,alpaca,False,test,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,tool,fixed_slot,59,8,53,58,True
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,tool,natural_slot,67,8,61,66,False
llama3.1-8b,fitting,f8a7b2f2d908,xstest_safe,False,test,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,tool,fixed_slot,65,13,59,64,True
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,tool,natural_slot,73,13,67,72,False
llama3.1-8b,fitting,eae39d9e53cb,alpaca,False,train,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,tool,fixed_slot,64,13,58,63,True
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,tool,natural_slot,72,13,66,71,False
llama3.1-8b,fitting,b2a76c7d4f58,xstest_safe,False,train,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,tool,fixed_slot,61,10,55,60,True
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,tool,natural_slot,69,10,63,68,False
llama3.1-8b,fitting,4e93c46da55a,alpaca,False,test,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,tool,fixed_slot,60,9,54,59,True
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,tool,natural_slot,68,9,62,67,False
llama3.1-8b,fitting,9b3904cf9587,xstest_safe,False,test,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,system,fixed_slot,59,20,44,58,False
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,user,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,tool,fixed_slot,72,20,66,71,True
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,assistant,fixed_slot,70,20,64,69,True
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,system,natural_slot,59,20,44,58,False
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,user,natural_slot,61,20,55,60,False
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,tool,natural_slot,80,20,74,79,False
llama3.1-8b,fitting,98a7be99f9f1,alpaca,False,train,assistant,natural_slot,70,20,64,69,False
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,system,fixed_slot,50,11,35,49,False
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,user,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,tool,fixed_slot,63,11,57,62,True
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,assistant,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,system,natural_slot,50,11,35,49,False
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,user,natural_slot,52,11,46,51,False
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,tool,natural_slot,71,11,65,70,False
llama3.1-8b,fitting,0880a214f30e,xstest_safe,False,train,assistant,natural_slot,61,11,55,60,False
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,tool,fixed_slot,60,8,54,59,True
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,tool,natural_slot,68,8,62,67,False
llama3.1-8b,fitting,44d60cf44524,alpaca,False,test,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,tool,fixed_slot,61,10,55,60,True
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,tool,natural_slot,69,10,63,68,False
llama3.1-8b,fitting,023fb01664c6,xstest_safe,False,train,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,user,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,tool,fixed_slot,65,12,58,64,True
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,assistant,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,system,natural_slot,51,12,36,50,False
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,user,natural_slot,53,12,47,52,False
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,tool,natural_slot,73,12,66,72,False
llama3.1-8b,fitting,5509bd687a8c,alpaca,False,train,assistant,natural_slot,62,12,56,61,False
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,tool,fixed_slot,59,8,53,58,True
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,tool,natural_slot,67,8,61,66,False
llama3.1-8b,fitting,fe147cff9fd3,xstest_safe,False,train,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,tool,fixed_slot,61,9,55,60,True
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,tool,natural_slot,69,9,63,68,False
llama3.1-8b,fitting,69970b3cc8fa,alpaca,False,train,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,system,fixed_slot,53,14,38,52,False
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,user,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,tool,fixed_slot,65,14,59,64,True
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,assistant,fixed_slot,64,14,58,63,True
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,system,natural_slot,53,14,38,52,False
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,user,natural_slot,55,14,49,54,False
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,tool,natural_slot,73,14,67,72,False
llama3.1-8b,fitting,467ca3e0ee1c,xstest_safe,False,test,assistant,natural_slot,64,14,58,63,False
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,tool,fixed_slot,62,10,56,61,True
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,tool,natural_slot,70,10,64,69,False
llama3.1-8b,fitting,0eeeca45e667,alpaca,False,train,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,tool,fixed_slot,59,8,53,58,True
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,tool,natural_slot,67,8,61,66,False
llama3.1-8b,fitting,971e711614c3,xstest_safe,False,train,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,tool,fixed_slot,61,9,55,60,True
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,tool,natural_slot,69,9,63,68,False
llama3.1-8b,fitting,1fc2085ff4dd,alpaca,False,train,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,system,fixed_slot,50,11,35,49,False
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,user,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,tool,fixed_slot,62,11,56,61,True
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,assistant,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,system,natural_slot,50,11,35,49,False
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,user,natural_slot,52,11,46,51,False
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,tool,natural_slot,70,11,64,69,False
llama3.1-8b,fitting,f034a69f1a98,xstest_safe,False,test,assistant,natural_slot,61,11,55,60,False
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,tool,fixed_slot,62,10,56,61,True
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,tool,natural_slot,70,10,64,69,False
llama3.1-8b,fitting,2bb18cf249dd,alpaca,False,train,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,tool,fixed_slot,59,8,53,58,True
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,tool,natural_slot,67,8,61,66,False
llama3.1-8b,fitting,dd83daffc0ce,xstest_safe,False,train,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,tool,fixed_slot,66,14,60,65,True
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,tool,natural_slot,74,14,68,73,False
llama3.1-8b,fitting,58ad358ca672,alpaca,False,test,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,system,fixed_slot,49,10,34,48,False
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,user,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,tool,fixed_slot,61,10,55,60,True
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,assistant,fixed_slot,60,10,54,59,True
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,system,natural_slot,49,10,34,48,False
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,user,natural_slot,51,10,45,50,False
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,tool,natural_slot,69,10,63,68,False
llama3.1-8b,fitting,0dc8abb8845b,xstest_safe,False,test,assistant,natural_slot,60,10,54,59,False
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,system,fixed_slot,47,8,32,46,False
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,user,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,tool,fixed_slot,60,8,54,59,True
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,assistant,fixed_slot,58,8,52,57,True
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,system,natural_slot,47,8,32,46,False
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,user,natural_slot,49,8,43,48,False
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,tool,natural_slot,68,8,62,67,False
llama3.1-8b,fitting,242ae5a1b1c0,alpaca,False,train,assistant,natural_slot,58,8,52,57,False
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,system,fixed_slot,46,7,31,45,False
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,user,fixed_slot,57,7,51,56,True
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,tool,fixed_slot,58,7,52,57,True
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,assistant,fixed_slot,57,7,51,56,True
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,system,natural_slot,46,7,31,45,False
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,user,natural_slot,48,7,42,47,False
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,tool,natural_slot,66,7,60,65,False
llama3.1-8b,fitting,80fa60e8dac5,xstest_safe,False,train,assistant,natural_slot,57,7,51,56,False
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,system,fixed_slot,52,13,37,51,False
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,user,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,tool,fixed_slot,65,13,59,64,True
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,assistant,fixed_slot,63,13,57,62,True
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,system,natural_slot,52,13,37,51,False
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,user,natural_slot,54,13,48,53,False
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,tool,natural_slot,73,13,67,72,False
llama3.1-8b,fitting,4e10ae6516e1,alpaca,False,test,assistant,natural_slot,63,13,57,62,False
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,system,fixed_slot,51,12,36,50,False
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,user,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,tool,fixed_slot,63,12,57,62,True
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,assistant,fixed_slot,62,12,56,61,True
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,system,natural_slot,51,12,36,50,False
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,user,natural_slot,53,12,47,52,False
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,tool,natural_slot,71,12,65,70,False
llama3.1-8b,fitting,e74f02d74c3c,xstest_safe,False,train,assistant,natural_slot,62,12,56,61,False
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,system,fixed_slot,50,11,35,49,False
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,user,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,tool,fixed_slot,62,11,56,61,True
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,assistant,fixed_slot,61,11,55,60,True
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,system,natural_slot,50,11,35,49,False
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,user,natural_slot,52,11,46,51,False
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,tool,natural_slot,70,11,64,69,False
llama3.1-8b,fitting,0688176ca383,alpaca,False,train,assistant,natural_slot,61,11,55,60,False
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,system,fixed_slot,48,9,33,47,False
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,user,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,tool,fixed_slot,60,9,54,59,True
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,assistant,fixed_slot,59,9,53,58,True
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,system,natural_slot,48,9,33,47,False
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,user,natural_slot,50,9,44,49,False
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,tool,natural_slot,68,9,62,67,False
llama3.1-8b,fitting,4ea082435261,xstest_safe,False,test,assistant,natural_slot,59,9,53,58,False
llama3.1-8b,fitting,e5b160e13c28,alpaca,False,train,system,fixed_slot,48,9,33,47,False
